DR Number,Victim Age,Victim Sex,Victim Descent
101518351,59,M,W
131207029,29,M,B
131207046,13,F,H
131207051,16,F,B
101518437,60,F,H
101518444,26,F,H
131207077,30,F,B
131207080,23,M,H
101518493,15,M,B
101518559,55,M,W
131207102,23,F,H
101518578,40,M,W
101518588,58,M,H
101518602,16,F,H
101518636,26,M,W
101518637,19,F,H
131207149,24,M,H
131207151,20,F,H
131207158,18,F,B
131207169,13,F,H
131207170,13,F,H
101518848,39,F,H
101518850,29,M,H
101518864,18,F,W
101518865,61,F,H
101518915,45,F,H
101518958,32,F,H
131207188,38,F,H
131207201,37,F,B
101518993,66,M,W
131207208,16,M,H
101519026,15,M,H
101519032,33,M,H
101519067,13,M,H
131207231,33,M,H
131207233,64,M,H
131207240,28,M,B
131207257,19,M,H
131207258,32,M,H
101519245,35,F,H
101519282,33,M,W
101519319,76,M,W
101519320,62,F,W
101519374,19,F,H
131207322,22,F,B
101519485,60,M,W
131207343,24,F,B
101519515,42,M,H
101519526,29,M,H
101519557,31,M,W
101519618,34,M,B
101519621,27,F,H
131207359,32,M,B
131207363,21,F,B
131207369,58,F,H
131207372,23,F,B
101519719,25,F,W
131207396,16,M,B
131207397,75,F,O
101519823,27,F,B
131207406,16,M,H
101519872,50,M,H
101519906,30,M,H
131207419,22,F,H
101519951,30,M,H
101520001,12,F,H
101520050,46,M,W
101520072,45,F,H
101520086,26,F,H
131207432,16,F,B
101520108,44,M,B
101520118,24,M,H
101520128,24,F,W
131207451,12,F,O
101520282,24,F,W
101520320,17,M,H
131207465,23,F,B
131207480,25,F,H
101520375,21,M,W
131207481,53,F,H
101520443,37,M,W
131207490,43,F,B
131207494,12,M,O
131207524,52,M,B
101520632,43,M,H
101520679,17,F,H
101520725,16,F,W
131207565,41,F,B
101520807,29,M,B
101520817,19,M,O
131207573,13,M,H
131207576,24,M,B
101520933,41,F,H
101521012,13,F,H
101521046,25,M,H
101521094,29,M,W
101521184,23,M,H
131207643,26,F,B
101521303,14,M,B
101521317,50,M,O
101521353,25,F,H
131207701,23,M,B
131207707,59,M,B
101521556,24,M,W
101521566,32,F,H
101521567,19,M,H
131207735,23,F,B
131207737,55,F,W
101521601,55,M,H
101521648,25,M,H
131207748,23,F,H
101521662,25,F,W
131207755,21,F,B
101521690,12,M,H
131207765,99,M,B
101521726,55,F,W
101521747,25,M,H
101521748,31,F,H
101521749,57,F,H
131207790,70,F,H
101521760,17,F,H
101521779,41,F,H
131207801,19,M,B
131207809,23,M,H
101521919,10,M,H
101521952,17,F,B
131207832,36,F,B
101521982,28,F,H
101522048,17,M,H
101522060,19,M,H
101522061,19,M,B
101522117,30,F,W
101522139,22,M,W
131207873,36,F,B
131207877,47,M,B
101522176,49,M,H
101522183,22,M,H
131207884,31,F,B
101522245,21,F,H
131207888,45,F,B
101522438,18,F,H
131207925,26,M,H
101522517,27,F,W
131208027,12,M,H
131208029,27,F,H
101522560,33,F,H
101522588,24,M,H
101522591,23,M,H
101522630,31,F,W
101522657,16,F,H
101522689,24,F,W
131208080,23,F,B
131208082,34,M,H
101522715,30,M,W
101522716,19,M,W
101522737,22,F,W
101522738,21,F,H
131208089,36,F,B
101522768,32,F,H
101522771,37,F,H
101522799,17,M,H
131208111,25,M,H
101522873,55,F,H
131208118,19,F,H
101522966,43,F,H
101522968,12,F,H
131208149,61,F,H
131208158,13,F,H
131208178,28,M,H
131208187,26,F,W
131208194,25,F,W
101523254,47,M,B
131208224,38,M,H
101523277,17,M,H
101523356,32,F,H
131208261,44,F,B
101523461,21,M,A
131208297,26,F,B
101523600,35,F,W
101523615,26,M,H
131208345,26,F,B
131208359,24,F,B
101523794,15,F,H
131208363,39,F,B
101523832,29,F,H
101523855,16,F,H
131208410,53,M,B
131208430,32,M,H
101524050,49,M,B
101524139,22,M,W
131208469,22,F,B
101524185,16,M,W
101524199,46,F,W
101524205,22,M,H
101524207,39,F,H
101524208,44,M,H
131208488,14,M,H
101524309,40,F,H
131208510,32,M,H
101524374,52,M,O
131208531,13,M,H
101524407,16,F,H
131208541,18,F,B
101524454,25,M,H
131208549,26,F,B
131208565,32,M,B
101524523,21,M,W
131208587,40,F,H
101524657,51,M,H
101524723,36,F,W
101524801,48,M,H
131208612,57,F,B
101524837,26,M,H
131208626,21,F,B
131208627,31,F,B
131208640,50,F,B
131208659,18,M,H
131208660,21,F,H
101525003,21,F,O
131208690,20,F,B
131208691,21,M,B
131208715,24,M,H
131208721,27,F,H
101525255,28,F,O
131208740,30,F,B
101600514,22,F,H
101600522,47,M,W
101600542,20,F,H
101600546,48,F,H
131208747,16,M,B
101600573,41,F,W
101600617,22,M,H
131208755,38,M,H
101600663,37,M,H
101600718,20,F,H
101600800,34,M,H
101600764,43,M,O
101600765,32,F,O
101600828,53,F,H
101600842,16,M,W
101600853,46,M,W
131208813,31,M,B
101600904,18,F,W
101600932,19,M,H
101600937,38,M,B
131208827,24,M,H
101600939,26,M,H
101600945,20,F,H
101600946,14,F,B
131208839,19,F,B
101600963,47,F,H
131208841,13,F,B
101600980,44,M,H
101600991,50,M,H
101601006,31,M,H
131208842,12,F,B
101601020,42,M,B
101601030,26,M,H
131208851,24,M,H
101601282,52,F,H
101601095,80,M,W
101601118,44,M,H
101601179,21,M,W
101601192,31,M,H
131208902,36,M,H
131208930,42,F,H
101601271,29,F,H
101601274,32,M,O
101601277,16,M,H
131208959,15,M,H
101601370,26,M,H
131208964,41,M,B
101601391,25,M,H
131208967,12,M,O
131208971,32,M,B
131208994,25,F,B
131208997,13,M,H
101601507,19,F,W
131209011,23,F,B
101601549,47,M,H
101601566,24,M,H
131209024,52,M,H
101604111,43,M,H
101604116,41,F,H
101604161,15,M,H
101604167,25,F,H
101604168,34,M,H
101604169,52,M,H
131209038,20,F,B
101604241,27,M,W
131209047,45,F,B
131209100,14,M,B
101604439,23,M,H
101604402,11,F,H
131209101,20,F,B
131209102,29,F,B
101604431,22,M,H
131209111,18,F,B
101604438,16,F,H
101604440,18,F,H
101604447,26,M,H
101604472,32,M,H
101604476,18,M,H
101604508,32,F,W
131209133,34,F,H
101604550,44,M,W
131209152,26,F,H
101604583,64,M,H
101604611,29,F,H
101604641,30,F,W
101604695,32,M,H
101604757,32,F,H
101604763,32,F,H
101604784,27,F,H
101604843,23,M,H
131209201,56,F,B
131209208,15,F,B
131209209,28,M,H
101605006,17,M,H
101605018,41,M,W
101605033,25,M,H
101605040,22,F,H
101605043,16,M,H
101605044,18,F,H
101605086,55,M,H
101605087,36,M,H
101605110,19,M,H
131209251,27,M,H
101605146,29,M,H
101605150,16,M,H
101605161,17,M,H
101605170,20,F,H
131209257,32,F,B
131209262,32,M,B
131209264,22,F,B
101605270,27,F,H
131209281,29,M,B
101605276,14,F,H
101605345,59,F,B
101605381,22,M,H
101605384,39,F,H
101605400,19,F,H
101605404,22,M,W
101605420,20,M,H
101605430,30,M,W
131209302,50,M,H
131209305,28,M,H
101605493,18,F,H
101605505,25,M,H
131209313,44,F,H
131209314,41,F,B
131209334,60,F,B
101605667,29,M,H
101605702,38,F,H
101605720,67,M,W
131209357,46,F,B
101605756,19,M,H
101605767,30,M,H
131209391,34,M,H
131209394,13,F,B
101605859,57,M,H
101605881,41,M,H
131209421,22,M,B
131209422,18,F,B
101606133,43,M,B
131209432,50,M,H
131209435,20,M,H
101606187,16,M,H
101606237,14,M,H
101606260,51,F,B
131209471,29,F,H
101606324,30,M,H
101606331,19,M,W
101606360,14,F,H
101606404,44,M,H
131209481,41,F,H
131321791,23,F,H
131209489,25,F,B
101606475,16,M,H
101606521,28,F,H
131209513,17,M,H
101606604,19,F,H
131209538,33,F,H
131209540,12,M,H
131209555,17,F,H
131209557,29,F,B
131209561,48,M,H
131209562,63,M,B
101606924,57,F,H
101607003,33,F,H
101607018,18,M,H
101607096,21,M,W
101607098,18,M,H
101607205,18,M,O
101607208,32,F,H
101607233,65,F,H
101607314,18,F,H
101607341,29,F,H
101607346,29,M,H
101607355,24,F,H
131209657,40,F,B
101607397,52,M,O
101607399,51,M,H
131209660,34,F,B
131209662,16,F,H
131209666,41,M,H
101607449,20,F,H
131209675,53,M,B
131209681,29,M,B
101607492,61,M,H
131209682,53,F,H
131209697,40,M,H
131209699,24,F,B
131323565,13,M,H
101607668,18,M,W
101607669,23,M,H
101607670,20,M,H
101607774,24,M,H
101607672,28,F,H
101607701,44,M,W
131209717,50,F,B
101607744,33,M,B
101607750,13,M,H
101607818,25,F,H
101607855,49,F,B
101607856,24,M,H
101607884,28,F,H
131209758,36,M,H
101607950,16,F,H
131209763,30,F,H
101607967,33,M,H
101608007,50,M,W
101608013,48,M,W
101608103,13,M,H
101608104,15,M,H
131209779,59,F,B
101608150,18,M,H
101608158,15,M,H
101608161,22,M,H
101608189,22,F,H
101608261,34,F,H
101608294,44,F,B
101608327,15,M,H
101608354,20,M,H
131209815,57,M,B
101608415,13,F,H
101608488,21,F,H
101608507,16,F,W
101608589,36,M,O
131209859,46,M,H
131209865,43,M,B
131209870,56,F,B
101608674,15,M,H
101608713,31,M,H
101608720,22,F,H
101608750,16,M,H
101608768,42,M,H
101608864,41,M,O
101608906,12,F,H
101609010,45,F,W
101609023,40,M,H
101609049,17,F,H
131209960,15,M,B
101609082,24,M,H
101609103,25,F,H
101609123,26,F,H
131209968,36,F,B
131209976,35,F,B
101609160,24,F,W
101609168,29,F,H
101609230,24,M,H
101609238,22,M,H
131209998,15,M,H
101609301,23,F,H
131210011,49,M,B
131210023,30,F,B
101609355,49,M,H
131210029,21,M,B
131210030,18,M,B
131210035,15,M,H
101609407,27,F,H
101609467,29,F,H
131210051,23,M,H
131210052,67,F,B
101609509,35,M,H
101609527,15,F,B
101609529,21,F,H
131210070,15,F,H
101609559,59,M,H
101609562,32,M,H
101609592,18,M,H
101609648,51,F,H
101609693,39,F,H
101609745,47,F,H
131210103,19,F,H
101609766,27,F,H
101609771,34,M,H
101609842,22,M,H
131210156,51,F,B
101609982,16,M,H
101609983,20,M,H
131210169,42,M,H
131210174,42,M,H
101610045,17,M,W
131210192,37,M,B
101610130,26,M,H
101610190,22,M,H
131210215,15,M,B
131323619,49,M,H
101610235,32,F,W
101610249,16,M,H
101610289,37,M,H
131210245,33,F,B
131210247,25,F,B
101610395,35,F,W
101610467,41,M,H
101610526,22,M,H
131210302,36,F,B
131210303,17,M,H
131210313,24,F,B
101610660,30,F,H
101610784,15,M,H
131210366,42,F,B
101610822,27,F,H
131210377,19,F,H
101610911,18,F,H
101610979,21,F,H
101611034,30,M,W
131210420,15,M,H
101611087,16,F,H
101611102,56,F,H
101611110,24,F,H
101611126,26,F,H
131210424,27,F,B
101611159,14,F,H
101611241,18,M,H
101611287,30,M,H
101611290,14,M,H
101611305,38,F,H
101611306,35,F,H
131210487,34,F,B
101611348,22,M,H
101611356,22,F,H
131210500,31,F,H
101611421,51,F,H
131210514,42,F,B
101611447,20,M,H
131210515,44,F,B
101611504,20,F,W
131210530,13,F,B
101611527,19,F,H
101611529,29,M,H
131210547,17,F,O
101611654,16,F,H
101611655,22,F,H
131210554,36,F,B
101611714,20,F,H
101611715,16,F,H
101611788,39,M,H
131210604,32,F,B
131210605,24,F,B
131210606,19,F,B
101611941,23,M,H
101611981,50,M,B
101612021,19,M,H
101612026,19,F,B
101612031,32,M,O
101612086,40,F,W
131210648,18,F,B
101612187,38,M,H
131210666,56,M,B
101612274,20,M,H
131210670,31,M,H
131210676,38,F,H
131210679,22,F,B
131210684,36,F,B
131210690,15,M,H
101612405,28,F,W
101612482,61,M,O
101612557,44,M,H
101612567,22,M,H
101612570,35,F,H
101612680,43,F,H
101612683,59,M,H
131210741,20,F,B
131210752,22,F,B
101612772,49,M,H
131210754,18,M,H
101612781,27,M,W
101612784,14,M,H
131210766,33,M,H
101612889,43,M,H
101612855,34,F,H
131210778,15,F,H
131210782,25,M,B
101612945,15,M,H
101612946,13,M,B
101612955,19,M,W
101612986,25,F,H
131210816,29,F,B
101613117,25,F,H
101613123,28,F,H
131210835,52,F,B
101613133,32,F,O
101613158,30,M,H
101613176,21,M,H
101613205,19,F,H
131210886,33,M,O
131210899,23,F,B
101613367,51,F,H
131210900,17,F,B
131210901,18,M,H
101613406,19,M,H
101613408,34,F,W
101613424,12,M,H
101613440,22,M,H
131210933,39,M,H
131210939,28,F,B
101613545,20,M,H
131210947,12,M,W
101613587,35,M,H
131210956,69,M,H
101613592,16,M,H
101613651,38,M,H
101613704,16,M,H
131210976,22,F,B
101613715,56,M,B
131210979,28,F,B
101613727,51,M,H
131210980,29,M,H
131210982,25,M,H
101613744,64,F,H
101613746,21,M,H
101613747,34,M,H
101613758,27,F,H
101613759,31,F,H
101613808,25,F,H
101613818,18,M,B
101613822,24,F,H
131416080,23,M,W
101613903,53,M,H
131211019,19,M,H
101613923,23,F,H
101614037,44,M,W
101614038,16,M,H
131211039,32,M,H
131211044,18,F,H
101614200,22,M,W
101614223,33,F,H
131211077,36,M,H
131211087,54,M,H
101614277,33,F,H
131211090,41,M,H
101614281,25,M,W
131211095,44,F,B
101614283,40,F,H
131211098,20,M,H
131211133,29,F,B
101614468,16,M,H
101614469,63,F,H
101614470,26,M,H
101614473,23,M,W
101614505,53,M,H
101614506,18,M,H
101614534,16,M,O
131211166,54,F,H
101614606,34,F,W
101614624,20,F,H
101614688,15,M,W
101614699,17,M,H
101614703,49,M,H
101614711,58,F,H
101614758,48,F,H
101614770,42,F,H
101614772,34,F,H
101614773,12,M,H
101614774,20,F,H
101614775,43,F,H
101614776,19,F,H
101614777,16,F,H
101614779,29,M,H
101614816,69,F,H
101614833,43,F,H
101614892,26,F,H
101614918,16,M,H
131211220,26,F,B
131211221,42,M,H
131211224,30,M,H
131211225,41,M,B
101615062,48,F,H
101615077,23,M,H
101615087,43,M,W
131211243,20,F,B
101615136,20,M,W
101615200,39,F,B
101615210,19,M,H
101615219,21,M,H
131211265,79,M,B
101615247,17,F,H
101615256,54,M,W
131211288,21,M,B
101615306,21,F,H
131211291,41,M,B
131211292,17,F,B
101615365,28,F,H
131211295,23,M,H
131416082,21,M,B
101615398,25,M,H
101615399,28,M,H
101615425,10,M,H
101615458,15,M,H
101615468,32,M,H
101615473,18,M,H
101615474,18,M,H
131211325,30,M,B
101615733,37,F,H
101615734,31,M,H
131211385,30,F,B
131211386,14,M,H
131211389,38,F,B
101615826,20,F,B
101615834,30,F,H
131211396,43,F,B
101615890,25,F,W
101615900,50,F,B
101615936,36,F,H
101615946,27,F,H
101616002,31,M,H
101616038,47,F,W
131211420,17,F,H
101616050,26,M,H
131211421,17,F,H
101616094,69,M,B
101710955,54,M,A
101616321,26,F,H
101616361,43,F,H
101616362,49,M,H
101616363,16,M,H
131211542,23,F,B
101616415,64,F,W
131211551,17,M,B
131211553,39,F,H
101616575,29,M,H
101616588,19,M,H
101616598,18,F,H
101616599,19,F,B
101616706,62,F,H
131211596,56,F,H
101616774,40,M,H
101616799,22,M,O
101616801,35,M,H
131211610,16,M,B
131211634,55,M,B
131211639,55,M,B
101617065,42,M,B
131211644,99,M,H
101617151,20,M,H
101617171,57,F,W
101617186,42,M,H
101617187,19,M,H
101617192,51,M,H
101617195,27,F,H
101617238,44,M,H
131211674,27,M,H
131211681,49,F,B
131211682,24,F,B
131211683,27,F,B
101617392,18,F,W
101617393,21,F,W
101617412,25,F,H
101617415,22,F,H
101617615,24,M,H
101617619,39,M,W
101617625,51,F,O
131211736,24,F,B
101617701,21,M,H
101617715,18,F,H
101617777,21,M,H
101617778,28,M,W
131211755,58,F,H
101617805,50,M,W
101617827,17,M,H
101617895,31,M,X
101617847,33,M,H
101617855,35,F,H
101617858,33,F,H
101617888,14,M,H
101617900,43,M,H
131211764,35,F,B
101617907,21,M,H
101617917,25,M,H
131211768,20,M,H
101617960,31,M,W
101618010,19,M,H
101618016,58,M,H
101618017,30,M,H
101618081,31,M,H
101618085,35,F,H
101618101,15,M,H
101618103,18,F,H
101618133,35,M,H
101618139,22,M,B
101618162,36,F,H
131211870,19,F,B
101618228,22,F,W
131211899,28,F,B
101618341,16,M,H
131211913,20,M,H
101618388,54,F,H
131211922,53,M,B
101618395,44,F,H
101618397,13,F,H
131211926,53,F,B
101618529,13,F,H
101618457,16,M,H
101618501,61,M,B
101618502,64,M,W
101618504,24,F,W
101618528,13,F,H
101618543,12,F,H
101618552,24,F,H
101618597,16,M,H
101618613,52,F,B
101618666,51,M,B
101618615,24,M,H
101618664,18,M,H
101618670,24,M,H
101618671,14,F,H
101618682,29,F,H
101618702,25,F,H
131211988,15,F,H
101618772,12,M,H
101618794,16,F,H
101618821,71,F,B
101618849,14,M,H
101618882,25,F,W
101618950,35,F,H
101618956,51,M,B
131212034,52,F,B
131212039,22,F,B
101619003,15,F,H
101619099,32,F,H
101619101,38,M,H
131212062,56,F,H
101619144,17,F,H
131212065,26,M,B
131212066,22,M,B
131212068,53,M,B
101619178,27,F,H
101619214,20,F,H
101619220,61,M,H
101619226,43,F,H
131212081,27,F,B
101619328,47,M,H
101619329,31,M,H
101619350,34,F,H
101619415,36,F,H
101619458,41,F,H
101619503,18,M,H
131212147,30,F,H
131212153,54,M,B
101619561,46,F,W
101619578,27,M,B
101619585,24,F,W
101619612,37,F,H
101619627,36,F,H
101619671,19,M,H
101619678,31,M,H
131212204,63,M,B
101619780,49,M,H
101619785,19,F,B
131212233,33,M,H
131212241,54,M,B
101619898,28,M,H
101619899,54,F,H
131212243,53,M,H
101619949,16,F,H
101620001,50,M,H
101620002,21,F,H
131212260,40,M,H
101620032,48,F,H
101620035,25,F,H
101620039,37,F,H
101620073,61,M,H
101620085,20,M,H
101620152,39,M,W
101620165,27,F,H
101620218,20,M,H
101620246,19,F,W
101620253,26,M,W
101620272,27,F,H
131212283,36,M,B
101620302,15,F,H
101620367,28,F,W
101620369,18,M,H
101620373,50,F,H
101620399,30,F,B
131212317,27,F,H
131212323,36,F,H
131212330,12,M,H
131212341,20,M,B
101620543,34,M,H
101620573,15,M,H
101620584,27,M,H
101620659,30,M,W
101620715,22,F,W
101620737,32,F,O
131212388,18,M,B
131212389,17,M,B
131212390,12,F,B
131212392,53,F,B
101620802,25,F,A
101620804,49,F,W
131212417,33,F,B
131212418,25,F,H
131212420,18,M,B
101620911,17,M,H
101621008,49,M,H
131212446,13,F,H
101621067,59,M,W
101621081,51,M,B
101621093,26,M,H
101621106,18,F,H
101621115,25,M,H
101621150,25,M,H
101621196,27,M,H
131212473,22,M,H
131212484,33,F,B
131212490,26,F,H
101621323,40,F,O
101621325,16,F,H
101621363,51,F,H
101621437,30,M,H
101621575,18,F,H
101621628,17,F,H
131212568,18,M,B
131212570,18,F,H
131212571,13,F,B
131212574,19,F,B
101621829,16,M,H
101621837,75,F,H
131212602,43,F,B
101621874,22,M,H
101621875,22,F,W
101621912,25,F,H
101621922,40,F,H
101621967,47,F,B
101621974,28,M,H
101621975,28,F,H
101622001,20,F,H
101622005,52,M,H
101622040,18,M,B
131212649,15,F,H
101622088,29,F,H
101700525,36,M,H
101700533,22,M,H
101700534,42,M,H
101700537,36,F,W
101700554,20,M,O
101700561,35,F,H
131212696,48,F,B
131212700,27,M,B
101700616,20,F,W
101700701,25,F,H
101700704,24,M,H
101700706,43,F,B
131212728,56,M,W
101700738,20,F,W
101700740,41,M,H
101700791,35,F,H
131212755,30,F,H
131212762,45,M,B
131212763,14,M,H
131212772,24,F,H
131212775,17,F,B
101700960,50,F,W
101700972,40,M,W
101700984,13,M,H
101700987,30,F,O
131212784,47,F,B
131212786,28,M,H
101701072,35,M,W
101701137,24,M,W
101701139,41,M,W
101701155,30,F,H
131212829,13,F,B
131212830,25,F,H
101701225,27,F,W
101701234,24,F,W
131212843,18,M,B
131212844,16,F,H
101701243,38,F,W
131212850,54,M,B
131212851,24,F,B
131212854,19,F,B
101701295,27,M,H
101701322,23,F,W
101701328,17,M,H
101701338,19,M,W
131212873,21,M,B
131212874,19,M,B
101701431,36,F,H
101701444,57,M,W
101701457,19,M,W
131212902,45,M,H
131212903,41,F,H
101701465,54,F,B
131212927,30,M,H
101704066,59,M,O
131212946,22,F,H
101704190,55,M,B
131212965,48,F,B
101704417,55,F,H
131212997,18,F,B
101704504,18,M,W
101704505,27,M,H
131213019,51,F,B
131213035,31,M,B
131213042,23,F,H
101704707,51,M,H
101704723,18,M,W
131213067,30,F,B
101704911,17,M,O
131213089,14,F,H
131213095,13,F,H
101704995,50,F,W
101704996,18,M,W
131213120,25,F,B
131213132,31,F,B
101705157,27,F,H
101705234,20,M,O
131213156,36,F,B
101705270,19,F,B
101705315,73,M,B
101705319,22,F,W
131213181,27,M,H
131213182,33,M,H
101705429,52,M,W
101705444,33,M,H
101705464,34,M,H
131213193,14,F,H
101705505,47,F,H
101705556,18,M,W
131213215,30,M,H
131213216,29,M,H
131213217,50,M,B
131213219,23,M,B
101705662,21,F,H
131213228,22,F,B
131213234,52,F,B
101705757,15,M,H
101705799,18,M,H
101705860,19,M,O
131213248,56,M,B
101705923,46,F,H
131213259,42,M,H
131213262,52,F,H
131213277,42,F,H
131213284,32,M,H
101706223,24,M,H
101706337,20,M,W
101706401,20,M,W
131213328,23,M,B
101706491,18,F,B
101706554,54,M,W
131213353,73,M,H
131213364,39,M,H
131213383,24,F,H
101706833,18,M,H
101706931,14,F,H
101706932,12,M,H
101707110,61,M,A
101707156,26,F,H
131213430,44,M,H
131213431,39,M,H
101707189,16,M,H
131213451,20,F,H
131213465,36,M,B
101707540,16,M,W
101707548,17,F,B
131321953,46,M,H
101707595,54,M,B
131213513,33,F,B
131213516,32,F,B
131213519,18,F,H
101707646,19,M,H
131213549,34,M,H
131213585,27,F,B
131213597,61,M,B
131213621,43,M,A
131213622,30,M,B
131213629,17,F,B
101708247,46,F,W
131213634,37,F,B
131213654,24,M,H
131213672,24,F,H
131213676,29,F,B
131213705,65,F,H
101708599,17,F,H
131213711,36,F,H
131213737,54,F,B
131213747,33,M,H
101708797,16,M,A
131213758,24,F,B
131213759,31,F,B
101708829,19,F,W
131213769,20,F,H
131213770,25,M,H
101708899,26,F,W
131213778,13,F,B
101708971,20,M,H
101708982,25,F,H
101708989,31,F,W
131213807,16,F,B
131213817,22,F,B
131213821,55,M,B
101709127,49,M,W
101709245,40,F,W
131213858,28,F,B
131213862,27,F,B
131213863,21,F,B
101709320,45,F,H
101709325,43,F,O
131213874,32,M,H
101709438,37,M,W
131213889,42,F,B
101709495,15,M,H
131213894,25,F,B
101709697,19,M,A
131213930,59,F,B
131213942,19,F,B
101709869,39,F,H
131213960,19,F,B
131213971,65,F,H
131213976,36,F,H
101709991,25,M,H
131213994,12,M,O
131213995,64,F,H
101710126,21,F,O
101710127,17,F,O
131214026,47,M,B
131214027,18,M,H
101710375,20,F,A
101710391,40,F,O
131214049,17,F,B
101710447,31,M,H
131214080,44,M,H
131214082,19,M,B
131214090,20,M,B
131214091,31,F,B
101710539,41,M,O
101710556,19,F,H
131214115,55,M,B
101710708,33,F,H
101710720,34,M,H
131214187,26,M,H
101710842,46,M,H
101710857,18,M,H
101710869,14,F,O
101710959,39,F,W
131214198,26,M,B
131214199,42,F,B
131214202,36,M,H
101711119,30,M,H
131214244,30,F,B
131214246,65,F,B
131214247,21,M,B
131214248,28,M,H
101711169,25,F,W
131214252,53,M,H
131214254,48,F,B
101711188,43,M,O
101711220,57,M,A
101711297,60,F,B
131214264,30,M,B
131214268,22,M,B
131214274,16,F,B
101711417,33,F,H
131214276,42,M,B
101711428,24,F,W
131214283,32,M,B
101711521,16,M,H
101711522,15,M,H
131214309,72,F,H
101711664,53,M,W
101711670,19,M,A
101711741,52,M,O
131214339,22,F,H
131214346,39,M,H
101711822,16,F,W
131214350,26,F,B
131214354,52,M,B
131214355,31,M,B
101711973,49,F,W
131214369,33,M,H
131214377,19,M,H
131214378,25,M,B
101712012,15,M,B
131214379,22,F,B
101712022,34,M,W
101712157,19,M,H
131214413,17,F,B
131214432,32,M,H
131214440,20,M,H
131214448,23,F,B
101712576,33,F,W
101712657,25,F,H
131214484,37,F,H
101712675,20,F,W
101712690,43,M,W
131214507,20,F,H
131214508,15,F,H
101712787,50,M,W
101712799,51,M,W
131214512,57,F,H
101712846,41,F,H
131214549,72,F,H
131214554,32,F,B
101712936,35,F,O
131214572,45,M,H
131214573,64,M,B
131214580,29,F,B
101712979,22,F,W
131214581,24,F,B
131214596,21,F,B
101713108,13,F,B
101713192,36,M,H
131214631,41,M,B
101713268,16,M,H
101713318,27,F,H
101713418,19,F,H
101713439,25,F,H
131214672,44,M,H
101713590,45,F,W
131214685,70,F,B
101713668,17,F,W
131214709,18,M,H
101713813,20,F,O
101713815,30,F,B
101713816,45,M,W
101713946,42,F,W
131214778,38,M,B
101714158,19,M,H
101714176,32,M,H
131214814,12,F,B
131214824,14,M,B
101714315,15,M,H
131214830,32,F,B
131214831,40,F,B
131214853,54,M,O
131214861,32,M,H
